Class,Method Name,Arg/Ret/Var,Variable Name,Inferred Type,Original Type,Exact (E) / Up to Parameter (P) / Got Type (T) / None (N),Solution Source,Source Code
TZInfo::TimeWithOffset,set_timezone_offset,Ret,"",TZInfo::TimeWithOffset,TimeWithOffset,E,Constraints,"def set_timezone_offset(timezone_offset)
      raise ArgumentError, 'timezone_offset must be specified' unless timezone_offset
      localtime(timezone_offset.observed_utc_offset)
      @timezone_offset = timezone_offset
      self
    end"
TZInfo::TimeWithOffset,dst?,Ret,"",(false or true),(false or true),E,Constraints,"def dst?
      to = timezone_offset
      to ? to.dst? : super
    end"
TZInfo::TimeWithOffset,gmtime,Ret,"",TZInfo::TimeWithOffset,TimeWithOffset,E,Constraints,"def gmtime
      super
      @timezone_offset = nil
      self
    end"
TZInfo::TimeWithOffset,round,Ret,"",Array<{ TZInfo::Format2::TimezoneIndexDefiner#initialize array_param: array_param_#<Parser::Source::Map::Collection:0x00007fc6fa676bc8> }>,Time,T,Twin,"def round(ndigits = 0)
      if_timezone_offset(super) {|o,t| self.class.at(t.to_i, t.subsec * 1_000_000).set_timezone_offset(o) }
    end"
TZInfo::TimeWithOffset,to_a,Ret,"",String,Array,T,Twin,"def to_a
      if_timezone_offset(super) do |o,a|
        a[8] = o.dst?
        a[9] = o.abbreviation
        a
      end
    end"
TZInfo::TimeWithOffset,utc,Ret,"",TZInfo::TimeWithOffset,TimeWithOffset,E,Constraints,"def utc
      super
      @timezone_offset = nil
      self
    end"
TZInfo::TimeWithOffset,zone,Ret,"",String,String,E,Constraints,"def zone
      to = timezone_offset
      to ? to.abbreviation : super
    end"
TZInfo::TimeWithOffset,to_datetime,Ret,"",String,DateTime,T,Twin,"def to_datetime
      if_timezone_offset(super) do |o,dt|
        offset = dt.offset
        result = DateTimeWithOffset.jd(dt.jd + dt.day_fraction - offset)
        result = result.new_offset(offset) unless offset == 0
        result.set_timezone_offset(o)
      end
    end"
TZInfo::StringDeduper,initialize,Ret,"",self,self,E,,"def initialize
      @strings = create_hash do |h, k|
        v = k.dup.freeze
        h[v] = v
        end
    end"
TZInfo::StringDeduper,dedupe,Arg,string,%any,String,T,Constraints,"def dedupe(string)
      return string if string.frozen?
      @strings[string]
    end"
TZInfo::StringDeduper,dedupe,Ret,"",%any,(false or true),T,Constraints,"def dedupe(string)
      return string if string.frozen?
      @strings[string]
    end"
TZInfo::StringDeduper,create_hash,Arg,,"",Proc,N,,"def create_hash(&block)
      Hash.new(&block)
    end"
TZInfo::StringDeduper,create_hash,Ret,"","Hash<%any, %any>",Hash,P,Constraints,"def create_hash(&block)
      Hash.new(&block)
    end"
TZInfo::DateTimeWithOffset,set_timezone_offset,Arg,timezone_offset,TZInfo::TimezoneOffset,TimezoneOffset,E,Constraints,"def set_timezone_offset(timezone_offset)
      raise ArgumentError, 'timezone_offset must be specified' unless timezone_offset
      raise ArgumentError, 'timezone_offset.observed_utc_offset does not match self.utc_offset' if offset * 86400 != timezone_offset.observed_utc_offset
      @timezone_offset = timezone_offset
      self
    end"
TZInfo::DateTimeWithOffset,set_timezone_offset,Ret,"",TZInfo::DateTimeWithOffset,DateTimeWithOffset,E,Constraints,"def set_timezone_offset(timezone_offset)
      raise ArgumentError, 'timezone_offset must be specified' unless timezone_offset
      raise ArgumentError, 'timezone_offset.observed_utc_offset does not match self.utc_offset' if offset * 86400 != timezone_offset.observed_utc_offset
      @timezone_offset = timezone_offset
      self
    end"
TZInfo::DateTimeWithOffset,to_time,Ret,"",String,Time,T,Twin,"def to_time
      if_timezone_offset(super) do |o,t|
        # Ruby 2.4.0 changed the behaviour of to_time so that it preserves the
        # offset instead of converting to the system local timezone.
        #
        # When self has an associated TimezonePeriod, this implementation will
        # preserve the offset on all versions of Ruby.
        TimeWithOffset.at(t.to_i, t.subsec * 1_000_000).set_timezone_offset(o)
      end
    end"
TZInfo::DateTimeWithOffset,england,Ret,"",TZInfo::TimestampWithOffset,DateTime,T,Twin,"def england
      # super doesn't call #new_start on MRI, so each method has to be
      # individually overridden.
      if_timezone_offset(super) {|o,dt| dt.set_timezone_offset(o) }
    end"
TZInfo::DateTimeWithOffset,gregorian,Ret,"",TZInfo::TimestampWithOffset,DateTime,T,Twin,"def gregorian
      # super doesn't call #new_start on MRI, so each method has to be
      # individually overridden.
      if_timezone_offset(super) {|o,dt| dt.set_timezone_offset(o) }
    end"
TZInfo::DateTimeWithOffset,italy,Ret,"",TZInfo::TimestampWithOffset,DateTime,T,Twin,"def italy
      # super doesn't call #new_start on MRI, so each method has to be
      # individually overridden.
      if_timezone_offset(super) {|o,dt| dt.set_timezone_offset(o) }
    end"
TZInfo::DateTimeWithOffset,julian,Ret,"",TZInfo::TimestampWithOffset,DateTime,T,Twin,"def julian
      # super doesn't call #new_start on MRI, so each method has to be
      # individually overridden.
      if_timezone_offset(super) {|o,dt| dt.set_timezone_offset(o) }
    end"
TZInfo::DateTimeWithOffset,new_start,Ret,"",Array<{ TZInfo::Format2::TimezoneIndexDefiner#initialize array_param: array_param_#<Parser::Source::Map::Collection:0x00007fc6fa676bc8> }>,DateTime,T,Twin,"def new_start(start = Date::ITALY)
      if_timezone_offset(super) {|o,dt| dt.set_timezone_offset(o) }
    end"
TZInfo::DateTimeWithOffset,clear_timezone_offset,Ret,"",TZInfo::DateTimeWithOffset,DateTimeWithOffset,E,Constraints,"def clear_timezone_offset
      @timezone_offset = nil
      self
    end"
TZInfo::DataTimezone,period_for,Arg,time,([ respond_to?: (:subsec) -> { { [s]TZInfo::Timestamp#is_time_like? arg: value }#respond_to? call_ret: ret } ] and [ respond_to?: (:to_i) -> { { [s]TZInfo::Timestamp#is_time_like? arg: value }#respond_to? call_ret: ret } ] and [ respond_to?: (:utc_offset) -> { { [s]TZInfo::Timestamp#for_time_like arg: time_like }#respond_to? call_ret: ret } ] and [ to_i: () -> Number ] and [ utc_offset: () -> { { [s]TZInfo::Timestamp#for_time_like arg: time_like }#utc_offset call_ret: ret } ]),Object,TS,Constraints,"def period_for(time)
      raise ArgumentError, 'time must be specified' unless time
      timestamp = Timestamp.for(time)
      raise ArgumentError, 'time must have a specified utc_offset' unless timestamp.utc_offset
      info.period_for(timestamp)
    end"
TZInfo::DataTimezone,period_for,Ret,"",TZInfo::TransitionsTimezonePeriod,TimezonePeriod,E,Twin,"def period_for(time)
      raise ArgumentError, 'time must be specified' unless time
      timestamp = Timestamp.for(time)
      raise ArgumentError, 'time must have a specified utc_offset' unless timestamp.utc_offset
      info.period_for(timestamp)
    end"
TZInfo::DataTimezone,periods_for_local,Arg,local_time,([ respond_to?: (:subsec) -> { { [s]TZInfo::Timestamp#is_time_like? arg: value }#respond_to? call_ret: ret } ] and [ respond_to?: (:to_i) -> { { [s]TZInfo::Timestamp#is_time_like? arg: value }#respond_to? call_ret: ret } ] and [ respond_to?: (:utc_offset) -> { { [s]TZInfo::Timestamp#for_time_like arg: time_like }#respond_to? call_ret: ret } ] and [ to_i: () -> Number ] and [ utc_offset: () -> { { [s]TZInfo::Timestamp#for_time_like arg: time_like }#utc_offset call_ret: ret } ]),Object,TS,Constraints,"def periods_for_local(local_time)
      raise ArgumentError, 'local_time must be specified' unless local_time
      info.periods_for_local(Timestamp.for(local_time, :ignore))
    end"
TZInfo::DataTimezone,periods_for_local,Ret,"",TZInfo::TransitionsTimezonePeriod,Array<TimezonePeriod>,T,Constraints,"def periods_for_local(local_time)
      raise ArgumentError, 'local_time must be specified' unless local_time
      info.periods_for_local(Timestamp.for(local_time, :ignore))
    end"
TZInfo::DataTimezone,transitions_up_to,Arg,to,([ respond_to?: (:subsec) -> { { [s]TZInfo::Timestamp#is_time_like? arg: value }#respond_to? call_ret: ret } ] and [ respond_to?: (:to_i) -> { { [s]TZInfo::Timestamp#is_time_like? arg: value }#respond_to? call_ret: ret } ] and [ respond_to?: (:utc_offset) -> { { [s]TZInfo::Timestamp#for_time_like arg: time_like }#respond_to? call_ret: ret } ] and [ to_i: () -> Number ] and [ utc_offset: () -> { { [s]TZInfo::Timestamp#for_time_like arg: time_like }#utc_offset call_ret: ret } ]),Object,TS,Constraints,"def transitions_up_to(to, from = nil)
      raise ArgumentError, 'to must be specified' unless to
      to_timestamp = Timestamp.for(to)
      from_timestamp = from && Timestamp.for(from)

      begin
        info.transitions_up_to(to_timestamp, from_timestamp)
      rescue ArgumentError => e
        raise ArgumentError, e.message.gsub('_timestamp', '')
      end
    end"
TZInfo::DataTimezone,transitions_up_to,Arg,from,?([ respond_to?: (:subsec) -> { { [s]TZInfo::Timestamp#is_time_like? arg: value }#respond_to? call_ret: ret } ] and [ respond_to?: (:to_i) -> { { [s]TZInfo::Timestamp#is_time_like? arg: value }#respond_to? call_ret: ret } ] and [ respond_to?: (:utc_offset) -> { { [s]TZInfo::Timestamp#for_time_like arg: time_like }#respond_to? call_ret: ret } ] and [ to_i: () -> Number ] and [ utc_offset: () -> { { [s]TZInfo::Timestamp#for_time_like arg: time_like }#utc_offset call_ret: ret } ]),Object,TS,Constraints,"def transitions_up_to(to, from = nil)
      raise ArgumentError, 'to must be specified' unless to
      to_timestamp = Timestamp.for(to)
      from_timestamp = from && Timestamp.for(from)

      begin
        info.transitions_up_to(to_timestamp, from_timestamp)
      rescue ArgumentError => e
        raise ArgumentError, e.message.gsub('_timestamp', '')
      end
    end"
TZInfo::DataTimezone,transitions_up_to,Ret,"",Array<{ TZInfo::DataSources::ConstantOffsetDataTimezoneInfo#transitions_up_to array_param: array_param_#<Parser::Source::Map::Collection:0x00007fc6fb30ea20> }>,Array<TimezoneTransition>,P,Twin,"def transitions_up_to(to, from = nil)
      raise ArgumentError, 'to must be specified' unless to
      to_timestamp = Timestamp.for(to)
      from_timestamp = from && Timestamp.for(from)

      begin
        info.transitions_up_to(to_timestamp, from_timestamp)
      rescue ArgumentError => e
        raise ArgumentError, e.message.gsub('_timestamp', '')
      end
    end"
TZInfo::DataTimezone,canonical_zone,Ret,"",TZInfo::DataTimezone,Timezone,E,Constraints,"def canonical_zone
      self
    end"
TZInfo::InfoTimezone,initialize,Arg,info,"(TZInfo::DataSources::DataTimezoneInfo and [ periods_for_local: ({ [s]TZInfo::Timestamp#for ret: ret }) -> { { TZInfo::InfoTimezone#info ret: ret }#periods_for_local call_ret: ret } ] and [ transitions_up_to: ({ [s]TZInfo::Timestamp#for ret: ret }, ({ TZInfo::DataTimezone#transitions_up_to arg: from } or { [s]TZInfo::Timestamp#for ret: ret })) -> { { TZInfo::InfoTimezone#info ret: ret }#transitions_up_to call_ret: ret } ])",TZInfo::DataSources::TimezoneInfo,TS,Constraints,"def initialize(info)
      super()
      @info = info
    end"
TZInfo::InfoTimezone,initialize,Ret,"",self,self,E,,"def initialize(info)
      super()
      @info = info
    end"
TZInfo::InfoTimezone,identifier,Ret,"",String,String,E,Twin,"def identifier
      @info.identifier
    end"
TZInfo::InfoTimezone,info,Ret,"",TZInfo::DataSources::DataTimezoneInfo,TZInfo::DataSources::TimezoneInfo,E,Constraints,"def info
      @info
    end"
TZInfo::TimezonePeriod,initialize,Arg,offset,TZInfo::TimezoneOffset,TimezoneOffset,E,Twin,"def initialize(offset)
      raise ArgumentError, 'offset must be specified' unless offset
      @offset = offset
    end"
TZInfo::TimezonePeriod,initialize,Ret,"",self,self,E,,"def initialize(offset)
      raise ArgumentError, 'offset must be specified' unless offset
      @offset = offset
    end"
TZInfo::TimezonePeriod,start_transition,Ret,"",{ TZInfo::TimezonePeriod#start_transition ret: ret },TimezoneTransition,N,,"def start_transition
      raise_not_implemented(:start_transition)
    end"
TZInfo::TimezonePeriod,end_transition,Ret,"",{ TZInfo::TimezonePeriod#end_transition ret: ret },TimezoneTransition,N,,"def end_transition
      raise_not_implemented(:end_transition)
    end"
TZInfo::TimezonePeriod,base_utc_offset,Ret,"",String,Number,T,Twin,"def base_utc_offset
      @offset.base_utc_offset
    end"
TZInfo::TimezonePeriod,std_offset,Ret,"",Number,Number,E,Twin,"def std_offset
      @offset.std_offset
    end"
TZInfo::TimezonePeriod,abbreviation,Ret,"",String,String,E,Twin,"def abbreviation
      @offset.abbreviation
    end"
TZInfo::TimezonePeriod,observed_utc_offset,Ret,"",{ TZInfo::TimezonePeriod#observed_utc_offset ret: ret },Number,N,,"def observed_utc_offset
      @offset.observed_utc_offset
    end"
TZInfo::TimezonePeriod,dst?,Ret,"",(false or true),(false or true),E,Constraints,"def dst?
      @offset.dst?
    end"
TZInfo::TimezonePeriod,starts_at,Ret,"",TZInfo::TimestampWithOffset,Timestamp,E,Twin,"def starts_at
      timestamp(start_transition)
    end"
TZInfo::TimezonePeriod,ends_at,Ret,"",TZInfo::TimestampWithOffset,Timestamp,E,Twin,"def ends_at
      timestamp(end_transition)
    end"
TZInfo::TimezonePeriod,local_starts_at,Ret,"",TZInfo::TimestampWithOffset,TimestampWithOffset,E,Constraints,"def local_starts_at
      timestamp_with_offset(start_transition)
    end"
TZInfo::TimezonePeriod,local_ends_at,Ret,"",TZInfo::TimestampWithOffset,TimestampWithOffset,E,Constraints,"def local_ends_at
      timestamp_with_offset(end_transition)
    end"
TZInfo::TimezonePeriod,timestamp,Arg,transition,[ at: () -> { { TZInfo::TimezonePeriod#timestamp arg: transition }#at call_ret: ret } ],TimezoneTransition,TS,Constraints,"def timestamp(transition)
      transition ? transition.at : nil
    end"
TZInfo::TimezonePeriod,timestamp,Ret,"",nil,Timestamp,T,Constraints,"def timestamp(transition)
      transition ? transition.at : nil
    end"
TZInfo::TimezonePeriod,timestamp_with_offset,Arg,transition,[ at: () -> { { TZInfo::TimezonePeriod#timestamp_with_offset arg: transition }#at call_ret: ret } ],TimezoneTransition,TS,Constraints,"def timestamp_with_offset(transition)
      transition ? TimestampWithOffset.set_timezone_offset(transition.at, offset) : nil
    end"
TZInfo::TimezonePeriod,timestamp_with_offset,Ret,"",TZInfo::TimestampWithOffset,TimestampWithOffset,E,Constraints,"def timestamp_with_offset(transition)
      transition ? TimestampWithOffset.set_timezone_offset(transition.at, offset) : nil
    end"
[s]TZInfo::DataSource,get,Ret,"",(TZInfo::DataSources::RubyDataSource or TZInfo::DataSources::ZoneinfoDataSource),DataSource,E,Constraints,"def get
        # If a DataSource hasn't been manually set when the first request is
        # made to obtain a DataSource, then a default data source is created.
        #
        # This is done at the first request rather than when TZInfo is loaded to
        # avoid unnecessary attempts to find a suitable DataSource.
        #
        # A `Mutex` is used to ensure that only a single default instance is
        # created (this avoiding the possibility of retaining two copies of the
        # same data in memory).

        unless @@instance
          @@default_mutex.synchronize do
            set(create_default_data_source) unless @@instance
          end
        end

        @@instance
      end"
[s]TZInfo::DataSource,set,Arg,data_source_or_type,((TZInfo::DataSources::RubyDataSource or TZInfo::DataSources::ZoneinfoDataSource) and [ country_codes: () -> { { [s]TZInfo::Country#data_source ret: ret }#country_codes call_ret: ret } ] and [ data_timezone_identifiers: () -> { { [s]TZInfo::Timezone#data_source ret: ret }#data_timezone_identifiers call_ret: ret } ] and [ get_country_info: ({ [s]TZInfo::Country#get arg: code }) -> { { [s]TZInfo::Country#data_source ret: ret }#get_country_info call_ret: ret } ] and [ get_timezone_info: ({ [s]TZInfo::Timezone#get arg: identifier }) -> { { [s]TZInfo::Timezone#data_source ret: ret }#get_timezone_info call_ret: ret } ] and [ kind_of?: (Class) -> { { [s]TZInfo::DataSource#set arg: data_source_or_type }#kind_of? call_ret: ret } ] and [ linked_timezone_identifiers: () -> { { [s]TZInfo::Timezone#data_source ret: ret }#linked_timezone_identifiers call_ret: ret } ] and [ timezone_identifiers: () -> { { [s]TZInfo::Timezone#data_source ret: ret }#timezone_identifiers call_ret: ret } ]),Object,TS,Constraints,"def set(data_source_or_type, *args)
        if data_source_or_type.kind_of?(DataSource)
          @@instance = data_source_or_type
        elsif data_source_or_type == :ruby
          @@instance = DataSources::RubyDataSource.new
        elsif data_source_or_type == :zoneinfo
          @@instance = DataSources::ZoneinfoDataSource.new(*args)
        else
          raise ArgumentError, 'data_source_or_type must be a DataSource instance or a data source type (:ruby or :zoneinfo)'
        end
      end"
[s]TZInfo::DataSource,set,Arg,args,*{ [s]TZInfo::DataSource#set arg: args },Array<Object>,N,,"def set(data_source_or_type, *args)
        if data_source_or_type.kind_of?(DataSource)
          @@instance = data_source_or_type
        elsif data_source_or_type == :ruby
          @@instance = DataSources::RubyDataSource.new
        elsif data_source_or_type == :zoneinfo
          @@instance = DataSources::ZoneinfoDataSource.new(*args)
        else
          raise ArgumentError, 'data_source_or_type must be a DataSource instance or a data source type (:ruby or :zoneinfo)'
        end
      end"
[s]TZInfo::DataSource,create_default_data_source,Ret,"",(TZInfo::DataSources::RubyDataSource or TZInfo::DataSources::ZoneinfoDataSource),DataSource,E,Constraints,"def create_default_data_source
        has_tzinfo_data = false

        begin
          require 'tzinfo/data'
          has_tzinfo_data = true
        rescue LoadError
        end

        return DataSources::RubyDataSource.new if has_tzinfo_data

        begin
          return DataSources::ZoneinfoDataSource.new
        rescue DataSources::ZoneinfoDirectoryNotFound
          raise DataSourceNotFound, ""No source of timezone data could be found.\nPlease refer to https://tzinfo.github.io/datasourcenotfound for help resolving this error.""
        end
      end"
TZInfo::DataSource,initialize,Ret,"",self,self,E,,"def initialize
      @timezones = Concurrent::Map.new
    end"
TZInfo::DataSource,get_timezone_info,Arg,identifier,TZInfo::TimezoneOffset,String,T,Twin,"def get_timezone_info(identifier)
      result = @timezones[identifier]

      unless result
        # Thread-safety: It is possible that multiple equivalent TimezoneInfo
        # instances could be created here in concurrently executing threads. The
        # consequences of this are that the data may be loaded more than once
        # (depending on the data source). The performance benefit of ensuring
        # that only a single instance is created is unlikely to be worth the
        # overhead of only allowing one TimezoneInfo to be loaded at a time.

        result = load_timezone_info(identifier)
        @timezones[result.identifier] = result
      end

      result
    end"
TZInfo::DataSource,get_timezone_info,Ret,"",{ TZInfo::DataSource#get_timezone_info ret: ret },TZInfo::DataSources::TimezoneInfo,N,,"def get_timezone_info(identifier)
      result = @timezones[identifier]

      unless result
        # Thread-safety: It is possible that multiple equivalent TimezoneInfo
        # instances could be created here in concurrently executing threads. The
        # consequences of this are that the data may be loaded more than once
        # (depending on the data source). The performance benefit of ensuring
        # that only a single instance is created is unlikely to be worth the
        # overhead of only allowing one TimezoneInfo to be loaded at a time.

        result = load_timezone_info(identifier)
        @timezones[result.identifier] = result
      end

      result
    end"
TZInfo::DataSource,timezone_identifiers,Ret,"",{ TZInfo::DataSource#timezone_identifiers ret: ret },Array<String>,N,,"def timezone_identifiers
      # Thread-safety: It is possible that the value of @timezone_identifiers
      # may be calculated multiple times in concurrently executing threads. It
      # is not worth the overhead of locking to ensure that
      # @timezone_identifiers is only calculated once.
      @timezone_identifiers ||= build_timezone_identifiers
    end"
TZInfo::DataSource,data_timezone_identifiers,Ret,"",{ TZInfo::DataSource#data_timezone_identifiers ret: ret },Array<String>,N,,"def data_timezone_identifiers
      raise_invalid_data_source('data_timezone_identifiers')
    end"
TZInfo::DataSource,linked_timezone_identifiers,Ret,"",{ TZInfo::DataSource#linked_timezone_identifiers ret: ret },Array<String>,N,,"def linked_timezone_identifiers
      raise_invalid_data_source('linked_timezone_identifiers')
    end"
TZInfo::DataSource,get_country_info,Arg,code,TZInfo::TimezoneOffset,String,T,Twin,"def get_country_info(code)
      load_country_info(code)
    end"
TZInfo::DataSource,get_country_info,Ret,"",{ TZInfo::DataSource#get_country_info ret: ret },TZInfo::DataSources::CountryInfo,N,,"def get_country_info(code)
      load_country_info(code)
    end"
TZInfo::DataSource,country_codes,Ret,"",Number,Array<String>,T,Twin,"def country_codes
      raise_invalid_data_source('country_codes')
    end"
TZInfo::DataSource,to_s,Ret,"",String,String,E,Constraints,"def to_s
      ""Default DataSource""
    end"
TZInfo::DataSource,inspect,Ret,"",String,String,E,Constraints,"def inspect
      ""#<#{self.class}>""
    end"
TZInfo::DataSource,load_timezone_info,Arg,identifier,TZInfo::TimezoneOffset,String,T,Twin,"def load_timezone_info(identifier)
      raise_invalid_data_source('load_timezone_info')
    end"
TZInfo::DataSource,load_timezone_info,Ret,"",{ TZInfo::DataSource#load_timezone_info ret: ret },TZInfo::DataSources::TimezoneInfo,N,,"def load_timezone_info(identifier)
      raise_invalid_data_source('load_timezone_info')
    end"
TZInfo::DataSource,load_country_info,Arg,code,TZInfo::TimezoneOffset,String,T,Twin,"def load_country_info(code)
      raise_invalid_data_source('load_country_info')
    end"
TZInfo::DataSource,load_country_info,Ret,"",{ TZInfo::DataSource#load_country_info ret: ret },TZInfo::DataSources::CountryInfo,N,,"def load_country_info(code)
      raise_invalid_data_source('load_country_info')
    end"
TZInfo::DataSource,timezone_identifier_encoding,Ret,"",Encoding,Encoding,E,Constraints,"def timezone_identifier_encoding
      Encoding::UTF_8
    end"
TZInfo::DataSource,validate_timezone_identifier,Arg,identifier,String,String,E,Twin,"def validate_timezone_identifier(identifier)
      raise InvalidTimezoneIdentifier, ""Invalid identifier: #{identifier.nil? ? 'nil' : identifier}"" unless identifier.kind_of?(String)

      valid_identifier = try_with_encoding(identifier, timezone_identifier_encoding) {|id| find_timezone_identifier(id) }
      return valid_identifier if valid_identifier

      raise InvalidTimezoneIdentifier, ""Invalid identifier: #{identifier.encode(Encoding::UTF_8)}""
    end"
TZInfo::DataSource,validate_timezone_identifier,Ret,"",String,String,E,Twin,"def validate_timezone_identifier(identifier)
      raise InvalidTimezoneIdentifier, ""Invalid identifier: #{identifier.nil? ? 'nil' : identifier}"" unless identifier.kind_of?(String)

      valid_identifier = try_with_encoding(identifier, timezone_identifier_encoding) {|id| find_timezone_identifier(id) }
      return valid_identifier if valid_identifier

      raise InvalidTimezoneIdentifier, ""Invalid identifier: #{identifier.encode(Encoding::UTF_8)}""
    end"
TZInfo::DataSource,lookup_country_info,Arg,hash,[ []: ({ #block block_arg: c }) -> { { TZInfo::DataSource#lookup_country_info arg: hash }#[] call_ret: ret } ],(String or TZInfo::DataSources::CountryInfo),TS,Constraints,"def lookup_country_info(hash, code, encoding = Encoding::UTF_8)
      raise InvalidCountryCode, ""Invalid country code: #{code.nil? ? 'nil' : code}"" unless code.kind_of?(String)

      info = try_with_encoding(code, encoding) {|c| hash[c] }
      return info if info

      raise InvalidCountryCode, ""Invalid country code: #{code.encode(Encoding::UTF_8)}""
    end"
TZInfo::DataSource,lookup_country_info,Arg,code,([ encode: (Encoding) -> { { TZInfo::DataSource#lookup_country_info arg: code }#encode call_ret: ret } ] and [ encoding: () -> { { TZInfo::DataSource#try_with_encoding arg: string }#encoding call_ret: ret } ] and [ kind_of?: (Class) -> { { TZInfo::DataSource#lookup_country_info arg: code }#kind_of? call_ret: ret } ] and [ nil?: () -> { { TZInfo::DataSource#lookup_country_info arg: code }#nil? call_ret: ret } ]),String,TS,Constraints,"def lookup_country_info(hash, code, encoding = Encoding::UTF_8)
      raise InvalidCountryCode, ""Invalid country code: #{code.nil? ? 'nil' : code}"" unless code.kind_of?(String)

      info = try_with_encoding(code, encoding) {|c| hash[c] }
      return info if info

      raise InvalidCountryCode, ""Invalid country code: #{code.encode(Encoding::UTF_8)}""
    end"
TZInfo::DataSource,lookup_country_info,Arg,encoding,?[ ==: ({ { TZInfo::DataSource#try_with_encoding arg: string }#encoding call_ret: ret }) -> (false or true) ],Encoding,TS,Constraints,"def lookup_country_info(hash, code, encoding = Encoding::UTF_8)
      raise InvalidCountryCode, ""Invalid country code: #{code.nil? ? 'nil' : code}"" unless code.kind_of?(String)

      info = try_with_encoding(code, encoding) {|c| hash[c] }
      return info if info

      raise InvalidCountryCode, ""Invalid country code: #{code.encode(Encoding::UTF_8)}""
    end"
TZInfo::DataSource,lookup_country_info,Ret,"",String,TZInfo::DataSources::CountryInfo,T,Twin,"def lookup_country_info(hash, code, encoding = Encoding::UTF_8)
      raise InvalidCountryCode, ""Invalid country code: #{code.nil? ? 'nil' : code}"" unless code.kind_of?(String)

      info = try_with_encoding(code, encoding) {|c| hash[c] }
      return info if info

      raise InvalidCountryCode, ""Invalid country code: #{code.encode(Encoding::UTF_8)}""
    end"
TZInfo::DataSource,build_timezone_identifiers,Ret,"",{ TZInfo::DataSource#build_timezone_identifiers ret: ret },Array<String>,N,,"def build_timezone_identifiers
      data = data_timezone_identifiers
      linked = linked_timezone_identifiers
      linked.empty? ? data : (data + linked).sort!.freeze
    end"
TZInfo::DataSource,try_with_encoding,Arg,string,([ encode: ({ TZInfo::DataSource#try_with_encoding arg: encoding }) -> { { TZInfo::DataSource#try_with_encoding arg: string }#encode call_ret: ret } ] and [ encoding: () -> { { TZInfo::DataSource#try_with_encoding arg: string }#encoding call_ret: ret } ]),String,TS,Constraints,"def try_with_encoding(string, encoding)
      result = yield string
      return result if result

      unless encoding == string.encoding
        string = string.encode(encoding)
        yield string
      end
    end"
TZInfo::DataSource,try_with_encoding,Arg,encoding,[ ==: ({ { TZInfo::DataSource#try_with_encoding arg: string }#encoding call_ret: ret }) -> (false or true) ],Encoding,TS,Constraints,"def try_with_encoding(string, encoding)
      result = yield string
      return result if result

      unless encoding == string.encoding
        string = string.encode(encoding)
        yield string
      end
    end"
TZInfo::DataSource,try_with_encoding,Ret,"",nil,Object,T,Constraints,"def try_with_encoding(string, encoding)
      result = yield string
      return result if result

      unless encoding == string.encoding
        string = string.encode(encoding)
        yield string
      end
    end"
TZInfo::DataSources::RubyDataSource,to_s,Ret,"",String,String,E,Constraints,"def to_s
        ""Ruby DataSource: #{version_info}""
      end"
TZInfo::DataSources::RubyDataSource,inspect,Ret,"",String,String,E,Constraints,"def inspect
        ""#<TZInfo::DataSources::RubyDataSource: #{version_info}>""
      end"
TZInfo::DataSources::RubyDataSource,load_country_info,Arg,code,([ encode: (Encoding) -> { { TZInfo::DataSource#lookup_country_info arg: code }#encode call_ret: ret } ] and [ encoding: () -> { { TZInfo::DataSource#try_with_encoding arg: string }#encoding call_ret: ret } ] and [ kind_of?: (Class) -> { { TZInfo::DataSource#lookup_country_info arg: code }#kind_of? call_ret: ret } ] and [ nil?: () -> { { TZInfo::DataSource#lookup_country_info arg: code }#nil? call_ret: ret } ]),String,TS,Constraints,"def load_country_info(code)
        lookup_country_info(@countries, code)
      end"
TZInfo::DataSources::RubyDataSource,load_country_info,Ret,"",String,TZInfo::DataSources::CountryInfo,T,Constraints,"def load_country_info(code)
        lookup_country_info(@countries, code)
      end"
TZInfo::DataSources::RubyDataSource,require_index,Arg,name,(Array<String> or File or Pathname or [ to_str: () -> String ]),String,T,Constraints,"def require_index(name)
        require_data(*['indexes', name])
      end"
TZInfo::DataSources::RubyDataSource,require_data,Arg,file,*{ TZInfo::DataSources::RubyDataSource#require_data arg: file },Array<String>,N,,"def require_data(*file)
        require(File.join(@base_path, *file))
      end"
TZInfo::DataSources::ZoneinfoReader,initialize,Arg,string_deduper,[ dedupe: ({ { { { TZInfo::DataSources::ZoneinfoReader#check_read ret: ret }#[] call_ret: ret }#force_encoding call_ret: ret }#untaint call_ret: ret }) -> { { TZInfo::DataSources::ZoneinfoReader# var: @string_deduper }#dedupe call_ret: ret } ],StringDeduper,TS,Constraints,"def initialize(string_deduper)
        @string_deduper = string_deduper
      end"
TZInfo::DataSources::ZoneinfoReader,initialize,Ret,"",self,self,E,,"def initialize(string_deduper)
        @string_deduper = string_deduper
      end"
TZInfo::DataSources::ZoneinfoReader,read,Arg,file_path,(Pathname or [ to_str: () -> String ]),String,T,Constraints,"def read(file_path)
        File.open(file_path, 'rb') { |file| parse(file) }
      end"
TZInfo::DataSources::ZoneinfoReader,read,Ret,"",Array<{ TZInfo::DataSources::ConstantOffsetDataTimezoneInfo#transitions_up_to array_param: array_param_#<Parser::Source::Map::Collection:0x00007fc6fb30ea20> }>,Object,E,Twin,"def read(file_path)
        File.open(file_path, 'rb') { |file| parse(file) }
      end"
